credit.policy,purpose,int.rate, installment , log.annual.inc ,dti,fico, days.with.cr.line , revol.bal ,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
0,credit_card,13%, 135 , 11.4 ,6.78,657," 7,020 ", -   ,0,0,2,0,0
0,debt_consolidation,13%, 203 , 10.6 ,5.13,657," 3,179 ", 75 ,37.5,8,0,0,1
0,all_other,16%, 106 , 11.0 ,28.16,672," 6,480 "," 7,846 ",25.8,4,1,0,0
0,all_other,10%, 68 , 10.4 ,10.04,682, 720 ," 1,856 ",26.5,0,0,0,0
0,small_business,11%, 816 , 11.4 ,0.75,717," 3,181 "," 2,718 ",19.3,8,1,0,0
0,debt_consolidation,11%, 459 , 11.3 ,15.63,702," 3,629 "," 42,619 ",2.6,4,0,0,0
0,debt_consolidation,15%, 209 , 10.5 ,18.53,642," 3,270 "," 6,970 ",76.6,4,1,0,1
0,debt_consolidation,10%, 372 , 9.9 ,14.58,737," 6,900 "," 20,245 ",50.1,1,0,0,1
0,debt_consolidation,16%, 233 , 10.4 ,29.07,687," 1,471 "," 10,503 ",51.7,1,0,0,0
0,all_other,11%, 99 , 9.5 ,10.43,672, 959 , 474 ,11.8,0,0,0,0
0,small_business,13%, 505 , 11.4 ,10.24,672," 2,250 "," 4,162 ",68.4,14,0,1,1
0,credit_card,16%, 265 , 10.7 ,23.04,652," 4,169 "," 7,091 ",89.8,0,1,0,0
0,educational,14%, 172 , 11.1 ,17.22,647," 4,199 "," 2,347 ",24.7,1,1,0,1
0,debt_consolidation,15%, 208 , 10.6 ,15.75,642," 2,279 "," 11,638 ",73.7,4,1,0,0
0,debt_consolidation,16%, 705 , 11.1 ,21.83,667," 5,220 "," 33,295 ",90.7,4,0,1,1
0,debt_consolidation,14%, 592 , 10.8 ,23.47,697," 7,440 "," 48,792 ",80.9,0,0,0,0
0,major_purchase,13%, 85 , 10.1 ,0.96,652, 180 , 177 ,88.5,1,0,0,1
0,debt_consolidation,16%, 419 , 11.0 ,15.38,647," 1,860 "," 11,214 ",70.1,0,0,0,0
0,debt_consolidation,16%, 438 , 11.2 ,19.73,657," 6,210 "," 26,066 ",98,13,0,1,1
0,all_other,13%, 809 , 12.4 ,9.67,682," 9,479 "," 66,919 ",61.3,5,0,0,0
0,home_improvement,18%, 203 , 10.7 ,25.84,647," 1,799 "," 10,147 ",89.8,0,0,0,1
0,major_purchase,10%, 78 , 10.2 ,19.29,697, 482 ," 1,364 ",34.1,2,0,0,0
0,debt_consolidation,13%, 204 , 10.7 ,22.77,692," 5,719 "," 22,191 ",85.3,6,0,1,1
0,all_other,9%, 191 , 11.5 ,19.6,737," 12,240 "," 40,904 ",34.4,12,0,0,0
0,debt_consolidation,16%, 526 , 11.0 ,17.28,657," 5,400 "," 11,096 ",92.2,2,0,1,1
0,debt_consolidation,12%, 300 , 11.8 ,16.9,672," 4,440 "," 45,428 ",82.3,5,0,1,0
0,debt_consolidation,15%, 517 , 10.8 ,25.4,707," 6,360 "," 11,937 ",52.8,0,0,0,1
0,debt_consolidation,14%, 102 , 9.4 ,3.9,642, 390 ," 1,437 ",79.8,0,0,0,1
0,credit_card,11%, 387 , 12.0 ,12.26,702," 6,960 "," 56,200 ",57.4,4,0,0,0
0,educational,8%, 76 , 9.7 ,3.82,722, 602 , -   ,0,0,0,0,0
0,major_purchase,14%, 69 , 11.1 ,14.45,642," 4,710 "," 29,452 ",65.4,2,1,0,0
0,all_other,7%, 50 , 8.2 ,5.14,752, 930 , 506 ,5.9,0,0,0,0
0,credit_card,12%, 534 , 11.3 ,16.27,682," 6,390 "," 33,859 ",88.7,4,0,0,1
0,debt_consolidation,16%, 230 , 12.0 ,25.11,692," 5,159 "," 127,093 ",76.6,2,0,0,0
0,all_other,15%, 470 , 10.8 ,26.08,687," 5,339 "," 32,005 ",70.4,1,0,0,0
0,debt_consolidation,16%, 176 , 10.9 ,24.36,652," 7,379 "," 10,402 ",81.9,3,0,0,1
0,debt_consolidation,14%, 172 , 10.5 ,21.5,657," 4,349 "," 4,473 ",106.5,7,0,1,1
0,all_other,12%, 66 , 9.8 ,0.96,662," 1,109 ", 182 ,18.2,2,0,1,0
0,debt_consolidation,14%, 343 , 10.5 ,17.55,657," 2,850 "," 6,370 ",87.3,2,0,0,0
0,all_other,11%, 343 , 10.9 ,4.95,682," 3,365 "," 1,963 ",56.1,4,1,0,0
0,all_other,9%, 255 , 10.9 ,11.08,732," 6,870 "," 5,255 ",46.1,5,1,0,0
0,debt_consolidation,16%, 419 , 10.6 ,2.4,642," 2,490 "," 4,340 ",85.1,3,0,0,0
0,home_improvement,18%, 436 , 11.1 ,26.7,657," 3,330 "," 27,163 ",88.2,2,0,0,0
0,debt_consolidation,14%, 412 , 11.2 ,9.77,657," 3,509 "," 4,768 ",59.6,4,1,0,1
0,debt_consolidation,13%, 175 , 10.7 ,3.89,657, 180 ," 3,302 ",66,4,0,0,0
0,debt_consolidation,14%, 85 , 10.1 ,10.65,647," 11,190 "," 3,257 ",59.2,0,0,0,0
0,debt_consolidation,15%, 312 , 10.2 ,4.34,642," 1,380 "," 6,345 ",77.4,8,0,0,0
0,credit_card,11%, 294 , 11.9 ,11.57,687," 3,450 "," 31,629 ",101.4,2,0,0,1
0,all_other,15%, 277 , 10.9 ,5.34,642," 2,430 "," 1,697 ",60.6,2,1,0,0
0,credit_card,14%, 239 , 11.2 ,23.21,677," 11,820 "," 59,023 ",79.5,5,0,0,0
0,debt_consolidation,15%, 277 , 10.4 ,16.91,647," 3,750 "," 13,128 ",25.6,10,0,0,0
0,small_business,12%, 831 , 11.6 ,3.73,702, 780 ," 1,554 ",9.1,2,0,1,1
0,all_other,9%, 96 , 10.6 ,0.99,707, 779 ," 1,676 ",64.5,1,0,0,0
0,debt_consolidation,18%, 630 , 11.9 ,29.96,667," 13,979 "," 212,629 ",87.4,3,0,0,1
0,debt_consolidation,18%, 683 , 11.1 ,22.01,657," 2,399 "," 16,265 ",76.7,1,0,0,0
0,all_other,12%, 18 , 9.8 ,5.22,662," 1,109 ", 182 ,18.2,2,0,1,0
0,all_other,11%, 395 , 10.7 ,14.9,692, 720 , 20 ,0.4,2,0,0,1
0,home_improvement,16%, 397 , 10.8 ,15.93,642," 4,200 "," 18,382 ",79.6,3,0,0,0
0,debt_consolidation,16%, 526 , 12.0 ,13.52,657," 6,780 "," 198,023 ",61.3,2,1,0,1
0,debt_consolidation,15%, 209 , 10.3 ,19.96,642," 1,980 "," 6,083 ",23.9,1,0,0,1
0,debt_consolidation,18%, 533 , 11.3 ,20.96,657," 6,360 "," 24,391 ",98.4,3,2,0,0
0,debt_consolidation,11%, 231 , 10.4 ,17.04,682," 2,310 "," 7,291 ",98.5,6,0,0,0
0,small_business,11%, 395 , 10.9 ,19.46,697," 3,570 "," 1,827 ",33.2,5,0,0,1
0,small_business,10%, 97 , 10.9 ,4.34,682," 3,120 "," 8,414 ",105.2,4,0,0,0
0,small_business,18%, 727 , 12.0 ,25.27,667," 8,190 "," 210,887 ",35.5,3,0,0,1
0,debt_consolidation,16%, 330 , 10.8 ,26.86,662," 3,600 "," 18,579 ",82.9,0,0,0,1
0,all_other,14%, 103 , 11.0 ,22.17,657," 4,949 "," 6,710 ",54.6,1,0,0,0
0,credit_card,11%, 165 , 10.3 ,0.39,677, 183 , 397 ,39.7,1,0,0,0
0,debt_consolidation,18%, 683 , 11.4 ,16.28,647," 1,590 "," 2,253 ",62.6,4,0,0,0
0,debt_consolidation,16%, 262 , 11.2 ,27.2,677," 3,900 "," 14,273 ",50.1,2,1,1,0
0,debt_consolidation,17%, 212 , 10.8 ,26.52,657," 7,470 "," 18,941 ",98.7,1,0,0,1
0,debt_consolidation,18%, 360 , 11.3 ,25.91,657," 2,430 "," 41,603 ",81.1,0,0,0,1
0,debt_consolidation,14%, 224 , 10.5 ,14.34,657," 2,549 "," 11,541 ",63.4,0,0,0,0
0,debt_consolidation,18%, 448 , 10.9 ,14.82,647," 5,884 "," 8,079 ",45.4,3,2,0,0
0,debt_consolidation,15%, 350 , 10.7 ,27.99,692," 4,440 "," 14,998 ",80.9,0,0,1,0
0,all_other,9%, 57 , 10.5 ,10.94,707," 3,419 "," 10,008 ",84.8,6,0,0,1
0,all_other,12%, 529 , 11.2 ,1.06,692," 5,480 ", 821 ,6.1,4,2,0,0
0,major_purchase,13%, 168 , 9.9 ,9.78,657," 1,949 ", 504 ,63,2,0,0,0
0,debt_consolidation,15%, 417 , 10.5 ,5.81,647," 2,489 "," 7,600 ",84.4,2,0,0,0
0,debt_consolidation,11%, 261 , 10.0 ,7.83,687," 4,413 "," 7,846 ",56.9,4,0,1,0
0,all_other,10%, 81 , 10.7 ,17.95,687," 6,660 "," 3,092 ",14.9,6,0,2,0
0,debt_consolidation,15%, 186 , 10.0 ,8.73,642," 9,719 "," 9,930 ",55.2,0,1,0,0
0,small_business,14%, 170 , 10.2 ,19.42,657," 4,589 "," 3,959 ",100,2,2,0,0
0,all_other,11%, 263 , 11.0 ,3.48,702, 180 , -   ,0,8,0,0,0
0,debt_consolidation,14%, 281 , 11.9 ,19.13,687," 5,100 "," 62,705 ",78.5,5,0,0,0
0,credit_card,14%, 61 , 10.3 ,22.13,657," 5,970 "," 9,821 ",56.8,5,0,2,1
0,debt_consolidation,18%, 628 , 11.7 ,21.03,652," 7,140 "," 73,941 ",63.5,2,0,0,0
0,debt_consolidation,14%, 273 , 10.2 ,11.02,652," 2,632 "," 2,359 ",57.5,0,2,0,0
0,debt_consolidation,13%, 188 , 10.3 ,8.2,662," 1,019 "," 18,718 ",68.1,2,0,0,1
0,major_purchase,11%, 85 , 9.8 ,0.64,682, 209 , 287 ,28.7,4,0,0,0
0,home_improvement,10%, 30 , 12.2 ,11.85,732," 9,779 "," 133,963 ",16.8,15,0,0,1
0,debt_consolidation,17%, 533 , 11.5 ,29.04,692," 13,530 "," 71,002 ",75.6,1,0,0,1
0,all_other,11%, 196 , 10.6 ,12.28,687," 2,550 ", 364 ,28,5,0,0,0
0,credit_card,15%, 138 , 11.5 ,24.79,662," 7,621 "," 41,190 ",75.2,4,0,0,0
0,debt_consolidation,15%, 415 , 11.4 ,3.49,652," 5,190 "," 8,016 ",61.7,11,8,0,0
0,small_business,18%, 756 , 12.8 ,8.52,652," 5,039 "," 165,108 ",92.3,4,0,0,1
0,debt_consolidation,15%, 346 , 11.6 ,25.47,692," 8,789 "," 22,470 ",45.9,0,0,0,0
0,small_business,16%, 300 , 10.5 ,22.53,647," 2,609 "," 2,066 ",18.1,4,0,0,0
0,small_business,11%, 328 , 11.5 ,13.43,737," 3,600 "," 37,055 ",46.5,8,0,0,1
0,debt_consolidation,14%, 72 , 10.4 ,18.37,657," 3,720 "," 1,935 ",77.4,2,0,0,0
0,credit_card,14%, 272 , 10.9 ,27.05,717," 2,700 "," 11,023 ",59.9,2,0,0,0
0,home_improvement,15%, 419 , 10.9 ,9.74,647," 4,860 "," 13,665 ",49.9,3,0,0,1
0,debt_consolidation,14%, 82 , 10.2 ,7.98,647," 1,889 ", 182 ,60.7,6,0,0,0
0,all_other,12%, 66 , 10.5 ,17.29,672," 3,389 "," 42,969 ",83.1,4,0,0,0
0,debt_consolidation,14%, 57 , 10.3 ,17.47,642," 2,909 "," 4,138 ",94,2,0,0,1
0,debt_consolidation,14%, 616 , 10.9 ,21.27,677," 4,829 "," 22,037 ",58.9,4,0,0,0
0,credit_card,15%, 260 , 11.2 ,15.99,642," 3,001 "," 26,933 ",65.2,5,0,0,0
0,credit_card,18%, 849 , 11.2 ,8.54,657," 9,361 ", -   ,0,2,0,0,0
0,debt_consolidation,19%, 465 , 11.2 ,29.47,662," 3,990 "," 22,038 ",78.7,8,0,0,1
0,debt_consolidation,15%, 289 , 10.8 ,16.68,657," 3,360 "," 11,783 ",94.3,0,0,0,0
0,all_other,18%, 650 , 11.2 ,15.97,647," 6,242 "," 64,851 ",78.4,2,0,0,0
0,debt_consolidation,18%, 352 , 10.9 ,25.5,657," 3,420 "," 13,243 ",98.1,0,0,0,0
0,small_business,15%, 401 , 10.8 ,7.9,662, 727 ," 1,509 ",30.8,7,0,0,1
0,debt_consolidation,16%, 625 , 11.2 ,29.16,707," 5,219 "," 4,863 ",18.1,1,0,1,0
0,debt_consolidation,14%, 475 , 10.8 ,25.66,717," 4,860 "," 33,377 ",49,2,0,0,1
0,debt_consolidation,14%, 395 , 10.5 ,21.22,677," 5,579 "," 30,402 ",71.5,4,0,0,0
0,small_business,14%, 403 , 11.1 ,8.8,677," 2,909 "," 8,045 ",49.7,4,1,0,1
0,debt_consolidation,11%, 819 , 12.3 ,12.66,712," 4,409 "," 242,194 ",56,0,0,0,1
0,debt_consolidation,13%, 670 , 11.4 ,14.92,692," 2,639 "," 78,284 ",37.6,5,1,0,0
0,debt_consolidation,10%, 129 , 10.8 ,0.75,702, 869 ," 3,403 ",74,0,0,0,1
0,debt_consolidation,18%, 436 , 11.0 ,25.26,657," 4,590 "," 13,560 ",57.2,3,0,0,0
0,debt_consolidation,15%, 451 , 11.3 ,29.28,717," 3,330 "," 61,057 ",80.7,3,0,0,0
0,small_business,14%, 849 , 11.2 ,2.02,687, 377 ," 7,522 ",36,1,0,0,0
0,debt_consolidation,18%, 621 , 11.0 ,20.44,657," 6,899 "," 28,776 ",51.9,7,0,0,1
0,debt_consolidation,11%, 197 , 10.4 ,21.9,702," 2,760 "," 7,152 ",100.7,0,0,0,0
0,all_other,18%, 129 , 10.4 ,27.42,647," 3,750 "," 13,156 ",25.6,10,0,0,0
0,debt_consolidation,12%, 133 , 10.0 ,22.5,692," 2,249 "," 3,451 ",39.2,4,0,0,0
0,all_other,10%, 65 , 10.8 ,0,697, 809 , -   ,0,1,0,0,1
0,credit_card,12%, 481 , 11.8 ,10.85,682," 5,071 ", 966 ,13.1,5,0,0,0
0,debt_consolidation,16%, 526 , 10.6 ,7.86,657," 3,449 "," 7,827 ",59.7,1,0,0,0
0,debt_consolidation,12%, 280 , 11.0 ,14.65,677," 2,490 "," 6,978 ",64,5,0,0,0
0,debt_consolidation,13%, 229 , 11.1 ,23.62,712," 7,440 "," 92,929 ",97.7,0,0,0,0
0,all_other,11%, 176 , 11.2 ,1.01,702, 930 ," 3,782 ",23.3,3,0,0,0
0,all_other,15%, 333 , 11.2 ,16.35,647," 3,059 "," 29,314 ",89.9,3,0,0,1
0,credit_card,15%, 645 , 11.2 ,28.78,717," 7,529 "," 69,744 ",76.1,1,0,0,0
0,small_business,14%, 853 , 12.0 ,20.79,712," 7,260 "," 188,854 ",0,0,1,1,1
0,all_other,15%, 386 , 11.0 ,5.74,657," 1,830 "," 8,181 ",87,0,0,0,1
0,debt_consolidation,15%, 172 , 10.9 ,4.54,642," 5,190 ", 333 ,33.3,7,0,0,1
0,debt_consolidation,13%, 338 , 10.4 ,26.12,727," 6,030 "," 10,994 ",30.5,0,0,1,0
0,debt_consolidation,15%, 122 , 10.5 ,28.66,697," 5,580 "," 22,670 ",77.5,1,0,0,0
0,all_other,12%, 53 , 11.4 ,16.64,672," 5,040 "," 59,672 ",40.9,4,0,0,0
0,credit_card,13%, 50 , 10.1 ,1.87,657, 883 ," 1,140 ",47.5,0,0,0,0
0,debt_consolidation,15%, 71 , 10.0 ,27.73,682," 2,880 "," 1,597 ",88.7,1,0,0,0
0,small_business,18%, 871 , 12.0 ,7.86,657," 4,979 "," 26,429 ",30.9,3,0,0,1
0,all_other,12%, 80 , 9.2 ,0,662, 539 , -   ,0,5,0,0,0
0,debt_consolidation,16%, 282 , 10.8 ,28.47,687," 4,740 "," 6,277 ",64.7,0,0,0,0
0,all_other,14%, 51 , 10.4 ,16.36,642," 7,920 ", -   ,0,0,1,0,0
0,debt_consolidation,12%, 100 , 9.7 ,10.91,667, 720 ," 4,223 ",38.3,3,0,0,1
0,all_other,14%, 343 , 11.2 ,0.74,657," 4,260 ", 449 ,37.4,0,0,0,0
0,all_other,12%, 50 , 10.3 ,14.12,662, 660 , 669 ,7.5,1,0,0,0
0,major_purchase,10%, 113 , 10.4 ,0.56,702," 1,049 "," 1,085 ",28.6,0,0,0,0
0,debt_consolidation,17%, 688 , 11.2 ,12.74,652," 6,583 "," 20,767 ",81.1,0,0,3,0
0,small_business,11%, 790 , 11.5 ,18.38,722," 5,100 "," 148,540 ",74,1,0,0,1
0,debt_consolidation,15%, 207 , 11.0 ,19.92,652," 5,400 "," 12,094 ",45.1,6,0,0,0
0,credit_card,9%, 192 , 11.1 ,0.92,712," 3,240 ", 318 ,5.2,5,0,0,0
0,educational,11%, 197 , 9.8 ,3.67,687, 567 , 745 ,22.4,3,0,0,1
0,small_business,14%, 68 , 10.6 ,18.06,657," 5,340 "," 5,594 ",25.3,8,0,0,0
0,debt_consolidation,18%, 185 , 10.5 ,25.67,642," 2,880 "," 5,004 ",60.3,6,0,2,0
0,debt_consolidation,15%, 349 , 10.8 ,13.38,642," 2,400 "," 24,979 ",94.6,4,0,0,0
0,major_purchase,14%, 122 , 10.8 ,12.05,652," 4,139 "," 4,397 ",84.6,1,0,1,0
0,all_other,16%, 409 , 10.9 ,25.55,677," 2,430 "," 6,473 ",39.7,5,0,0,1
0,major_purchase,15%, 122 , 10.4 ,26.15,677," 3,390 "," 9,580 ",84,3,0,0,0
0,debt_consolidation,14%, 119 , 10.1 ,3.94,652," 2,202 "," 2,728 ",48.7,3,0,0,0
0,small_business,14%, 136 , 11.3 ,15.06,657," 2,880 "," 42,670 ",65.5,3,1,0,0
0,major_purchase,15%, 248 , 9.9 ,6.3,652," 2,070 "," 9,978 ",83.8,1,2,0,0
0,all_other,16%, 106 , 10.7 ,29.24,677," 3,060 "," 17,419 ",94.2,0,0,0,0
0,debt_consolidation,15%, 243 , 11.6 ,27.63,682," 6,690 "," 7,384 ",43.4,9,0,0,1
0,debt_consolidation,12%, 116 , 10.4 ,16.23,677," 1,320 "," 5,593 ",25.4,5,0,0,1
0,credit_card,15%, 516 , 11.7 ,24.95,677," 13,979 "," 204,954 ",81.4,0,0,0,0
0,all_other,13%, 20 , 9.5 ,22.03,662, 750 , 195 ,65,0,0,0,0
0,home_improvement,12%, 810 , 11.9 ,18.43,722," 13,499 "," 247,970 ",93.6,12,0,0,1
0,credit_card,13%, 269 , 11.3 ,27.45,737," 5,609 "," 47,593 ",62.4,1,0,0,0
0,debt_consolidation,16%, 112 , 10.5 ,26.03,667," 2,507 "," 19,636 ",103.9,12,0,0,0
0,all_other,16%, 282 , 11.7 ,25.27,672," 3,930 "," 41,040 ",85.3,0,0,0,0
0,credit_card,13%, 541 , 11.5 ,21.9,687," 4,110 "," 52,201 ",84.3,7,0,0,0
0,debt_consolidation,15%, 360 , 11.2 ,3.82,647," 4,080 "," 10,074 ",59.6,0,4,0,0
0,debt_consolidation,13%, 300 , 10.3 ,15.87,672," 1,590 "," 4,139 ",63.7,8,0,0,0
0,debt_consolidation,10%, 161 , 10.2 ,2.37,712, 690 ," 1,394 ",8.8,0,0,0,0
0,debt_consolidation,15%, 251 , 10.8 ,25.25,677," 3,479 "," 3,336 ",90.2,3,0,0,0
0,major_purchase,10%, 386 , 11.2 ,0.4,727, 900 ," 2,130 ",17.9,1,0,0,0
0,home_improvement,12%, 448 , 11.3 ,6.39,682, 390 , 570 ,24.8,3,0,0,0
0,small_business,16%, 796 , 11.2 ,29.21,732," 8,250 "," 57,143 ",52.7,2,0,0,1
0,debt_consolidation,13%, 157 , 11.3 ,18.1,667," 3,750 ", 133 ,11.1,6,2,0,0
0,debt_consolidation,14%, 493 , 10.5 ,17.93,662, 929 ," 11,569 ",64.3,1,0,0,1
0,credit_card,14%, 288 , 11.4 ,1.49,652," 3,779 "," 2,885 ",15.8,12,0,5,0
0,all_other,15%, 243 , 11.5 ,5.93,642," 2,501 "," 16,914 ",55.2,3,0,0,0
0,small_business,10%, 325 , 10.8 ,20.09,737," 5,039 "," 117,814 ",49.4,0,0,0,0
0,debt_consolidation,17%, 535 , 11.5 ,10.85,642," 4,139 "," 15,827 ",76.1,1,2,0,1
0,debt_consolidation,18%, 685 , 12.3 ,12.05,642," 6,330 "," 120,830 ",90.5,2,0,0,0
0,debt_consolidation,15%, 138 , 10.6 ,22.05,657," 3,269 "," 8,623 ",71,3,0,0,0
0,debt_consolidation,13%, 269 , 11.1 ,12.07,667," 3,664 "," 7,661 ",67.7,5,0,1,0
0,debt_consolidation,19%, 451 , 11.5 ,29.7,662," 5,760 "," 35,447 ",96.9,8,0,0,0
0,home_improvement,19%, 242 , 12.0 ,28.17,657," 7,380 "," 28,519 ",89.1,4,0,1,1
0,all_other,10%, 65 , 9.9 ,6.94,697, 300 , -   ,0,0,0,0,0
0,all_other,12%, 167 , 11.3 ,8.15,667," 2,819 "," 4,476 ",59.7,6,1,0,1
0,all_other,16%, 186 , 10.7 ,22.75,647," 4,143 "," 6,970 ",62.8,0,2,0,1
0,debt_consolidation,12%, 339 , 11.1 ,16.66,682," 4,320 "," 8,712 ",72,5,0,0,1
0,home_improvement,13%, 121 , 10.6 ,7.94,662," 4,169 "," 5,316 ",48.3,13,0,0,0
0,debt_consolidation,18%, 216 , 11.2 ,28.56,667," 3,781 "," 13,393 ",28.4,8,0,0,0
0,debt_consolidation,13%, 203 , 10.6 ,25.14,717," 5,970 "," 19,937 ",90.6,0,0,0,0
0,educational,15%, 42 , 8.7 ,3,637, 900 , 932 ,66.6,1,1,0,0
0,all_other,13%, 471 , 11.7 ,22.71,692," 3,479 "," 10,388 ",60.4,4,0,0,1
0,debt_consolidation,16%, 530 , 10.5 ,13.71,652," 2,640 "," 9,955 ",58.9,2,0,0,0
0,home_improvement,14%, 514 , 10.9 ,10.47,662," 2,610 "," 1,298 ",12.1,4,1,0,0
0,debt_consolidation,15%, 244 , 10.3 ,18.8,647," 1,950 "," 4,587 ",41,2,0,0,0
0,all_other,14%, 343 , 10.4 ,7.76,657," 1,860 "," 4,105 ",82.1,11,0,0,0
0,debt_consolidation,17%, 645 , 11.4 ,10.73,652," 4,230 "," 12,781 ",46,0,4,0,1
0,all_other,10%, 80 , 10.4 ,2.63,702," 4,589 "," 2,399 ",96,0,0,0,0
0,debt_consolidation,17%, 536 , 10.8 ,16.22,647," 6,870 "," 36,469 ",77.8,3,0,0,1
0,all_other,18%, 436 , 11.5 ,14.8,652," 4,148 "," 52,775 ",69.7,1,0,0,1
0,all_other,11%, 652 , 11.3 ,0.21,717," 1,650 ", 39 ,0.3,11,0,0,0
0,debt_consolidation,15%, 279 , 10.3 ,15.48,642," 1,620 "," 8,372 ",77.5,0,0,0,0
0,all_other,11%, 50 , 8.2 ,11.33,682," 1,068 "," 3,757 ",52.9,1,0,0,1
0,debt_consolidation,15%, 255 , 10.3 ,16.78,652," 1,199 "," 5,880 ",52.4,1,0,0,1
0,credit_card,13%, 107 , 11.3 ,16.72,667," 10,320 "," 80,837 ",58,4,0,0,1
0,educational,10%, 161 , 10.7 ,0,717, 420 , -   ,0,4,0,0,1
0,credit_card,15%, 192 , 11.5 ,22.46,647," 9,089 "," 70,533 ",79.4,6,0,0,0
0,all_other,13%, 169 , 10.2 ,19.54,667," 3,960 "," 13,542 ",56.4,5,1,0,1
0,all_other,11%, 782 , 11.5 ,0.35,732, 780 ," 1,344 ",7.7,1,0,0,0
0,credit_card,14%, 110 , 10.1 ,22.32,657," 1,290 "," 5,993 ",52.1,1,0,0,0
0,major_purchase,10%, 322 , 11.1 ,11.34,722," 2,970 "," 4,945 ",2.7,5,0,0,0
0,debt_consolidation,11%, 491 , 11.2 ,6.5,707, 990 ," 10,935 ",27.3,1,0,0,0
0,debt_consolidation,14%, 266 , 10.8 ,23.01,677," 9,660 "," 7,073 ",60.5,7,0,0,0
0,all_other,10%, 811 , 13.5 ,0.81,737," 3,630 "," 200,583 ",23.1,1,0,0,1
0,debt_consolidation,15%, 386 , 11.2 ,20.02,667," 3,780 "," 7,327 ",50.9,6,0,1,1
0,credit_card,14%, 350 , 11.7 ,4.94,657," 4,139 "," 5,854 ",46.5,5,0,2,1
0,all_other,9%, 320 , 11.4 ,4.36,727," 4,679 "," 8,271 ",47.8,17,0,0,0
0,credit_card,13%, 184 , 10.2 ,6.46,667, 960 ," 5,153 ",65.2,1,0,0,0
0,debt_consolidation,10%, 241 , 11.3 ,7.03,737," 2,580 "," 37,241 ",14.8,6,0,0,1
0,all_other,13%, 202 , 10.0 ,6.94,662," 1,800 "," 6,934 ",75.4,12,0,1,1
0,all_other,13%, 169 , 10.5 ,25.47,717," 7,620 "," 21,991 ",102.8,0,0,0,1
0,debt_consolidation,15%, 335 , 11.1 ,21.6,657," 2,729 "," 6,324 ",95.8,4,0,0,0
0,debt_consolidation,15%, 390 , 10.7 ,18.81,657," 3,480 "," 15,284 ",76,15,0,0,0
0,debt_consolidation,16%, 297 , 10.8 ,27.7,672," 1,949 "," 27,750 ",66.5,5,0,0,0
0,educational,13%, 670 , 11.6 ,15.88,687," 1,259 "," 12,154 ",29.4,5,0,0,0
0,credit_card,13%, 101 , 10.6 ,15.73,662," 1,904 "," 7,784 ",65.4,24,0,0,0
0,all_other,16%, 283 , 12.1 ,23.84,657," 4,740 "," 65,626 ",99.6,3,0,0,1
0,debt_consolidation,15%, 335 , 10.5 ,27.04,692," 3,900 "," 26,221 ",78.6,5,0,0,0
0,all_other,19%, 419 , 10.9 ,1.66,652," 2,280 "," 2,097 ",17,4,1,0,1
0,debt_consolidation,14%, 136 , 10.9 ,6.9,647," 2,669 "," 5,272 ",78.7,0,0,0,0
0,debt_consolidation,17%, 710 , 11.1 ,20.83,662," 3,269 "," 11,881 ",50.8,4,0,0,1
0,educational,12%, 830 , 12.1 ,22.72,727," 5,699 "," 226,567 ",0.7,4,0,0,1
0,debt_consolidation,11%, 130 , 10.5 ,3.85,687, 810 ," 6,283 ",57.1,0,0,0,0
0,all_other,9%, 32 , 11.0 ,18.03,737," 4,019 "," 80,006 ",54.9,2,1,0,0
0,debt_consolidation,9%, 316 , 11.4 ,6.74,737," 4,140 "," 17,794 ",34.8,4,0,0,1
0,debt_consolidation,19%, 438 , 11.6 ,28.21,662," 8,760 "," 88,391 ",89.9,1,0,0,0
0,home_improvement,14%, 69 , 11.0 ,10.08,642," 4,649 "," 2,840 ",38.4,4,0,0,0
0,home_improvement,18%, 756 , 11.2 ,11.15,647," 2,129 "," 6,637 ",72.9,7,0,0,1
0,credit_card,17%, 573 , 10.9 ,10.82,647," 2,399 "," 13,967 ",68.3,8,0,0,0
0,debt_consolidation,15%, 62 , 10.3 ,2.84,642," 1,200 "," 1,429 ",84.1,2,0,0,0
0,debt_consolidation,16%, 294 , 10.8 ,21.24,647," 2,070 "," 13,565 ",79.3,1,0,0,0
0,credit_card,18%, 685 , 11.8 ,11.68,642," 4,200 "," 35,087 ",96.7,2,0,0,0
0,debt_consolidation,14%, 170 , 11.0 ,4.88,652," 6,300 "," 3,341 ",19.8,3,1,0,0
0,debt_consolidation,13%, 676 , 11.5 ,22.25,697," 6,456 "," 115,602 ",29.7,5,0,0,0
0,credit_card,14%, 55 , 10.3 ,1.92,642," 2,760 "," 1,583 ",79.1,1,0,0,0
0,home_improvement,10%, 649 , 11.5 ,2.94,727," 3,300 "," 5,207 ",5.2,8,0,0,1
0,home_improvement,9%, 128 , 11.0 ,6.31,722," 4,170 "," 7,587 ",11.8,4,0,0,0
0,all_other,15%, 208 , 10.6 ,13.5,652," 6,318 "," 1,184 ",29.6,5,3,1,0
0,home_improvement,16%, 154 , 10.5 ,24.71,652," 3,300 "," 12,160 ",48.6,14,0,0,0
0,debt_consolidation,14%, 171 , 10.6 ,6.69,652," 1,889 "," 6,782 ",78.9,2,0,0,0
0,home_improvement,16%, 884 , 11.5 ,3.12,662," 4,590 "," 7,005 ",38.9,9,0,1,1
